,word,version,vid,vid_name
559,annoy,2,3,1703.mp4
560,angri,2,3,1703.mp4
561,upset,2,3,1703.mp4
562,disgust,2,3,1703.mp4
563,wound,2,3,1703.mp4
564,sad,2,3,1703.mp4
565,annoy,2,3,1703.mp4
566,angri,2,3,1703.mp4
567,incredul,2,3,1703.mp4
568,amaz,2,3,1703.mp4
569,curiou,2,3,1703.mp4
570,confus,2,3,1703.mp4
571,afraid,2,3,1703.mp4
572,question,2,3,1703.mp4
573,sad,2,3,1703.mp4
574,sympathet,2,3,1703.mp4
575,anger,2,3,1703.mp4
576,indign,2,3,1703.mp4
577,horrifi,2,3,1703.mp4
578,distress,2,3,1703.mp4
579,contempt,2,3,1703.mp4
580,disgust,2,3,1703.mp4
581,angri,2,3,1703.mp4
582,upset,2,3,1703.mp4
583,dismay,2,3,1703.mp4
584,appal,2,3,1703.mp4
585,angri,2,3,1703.mp4
586,worri,2,3,1703.mp4
587,nonsens,2,3,1703.mp4
588,crime,2,3,1703.mp4
589,hate,2,3,1703.mp4
590,angri,2,3,1703.mp4
591,sad,2,3,1703.mp4
592,worri,2,3,1703.mp4
593,empathi,2,3,1703.mp4
594,annoy,2,3,1703.mp4
595,shock,2,3,1703.mp4
596,disgust,2,3,1703.mp4
597,anger,2,3,1703.mp4
598,sympathi,2,3,1703.mp4
599,annoy,2,3,1703.mp4
600,rescu,1,4,0570.mp4
601,boat,1,4,0570.mp4
602,dog,1,4,0570.mp4
603,iceberg,1,4,0570.mp4
604,water,1,4,0570.mp4
605,saviour,1,4,0570.mp4
606,dog,1,4,0570.mp4
607,men,1,4,0570.mp4
608,ship,1,4,0570.mp4
609,freez,1,4,0570.mp4
610,ice,1,4,0570.mp4
611,cold,1,4,0570.mp4
612,stuck,1,4,0570.mp4
613,rescu,1,4,0570.mp4
614,float,1,4,0570.mp4
615,russia,1,4,0570.mp4
616,dog,1,4,0570.mp4
617,ice,1,4,0570.mp4
618,rescu,1,4,0570.mp4
619,cold,1,4,0570.mp4
620,rescu,1,4,0570.mp4
621,dog,1,4,0570.mp4
622,ice,1,4,0570.mp4
623,float,1,4,0570.mp4
624,ship,1,4,0570.mp4
625,strand,1,4,0570.mp4
626,lone,1,4,0570.mp4
627,scare,1,4,0570.mp4
628,hope,1,4,0570.mp4
629,lucki,1,4,0570.mp4
630,rescu,1,4,0570.mp4
631,dog,1,4,0570.mp4
632,sailor,1,4,0570.mp4
633,iceberg,1,4,0570.mp4
634,boat,1,4,0570.mp4
635,ice,1,4,0570.mp4
636,ship,1,4,0570.mp4
637,dog,1,4,0570.mp4
638,ocean,1,4,0570.mp4
639,men,1,4,0570.mp4
640,dog,1,4,0570.mp4
641,snow,1,4,0570.mp4
642,rescu,1,4,0570.mp4
643,ship,1,4,0570.mp4
644,man,1,4,0570.mp4
645,dog,1,4,0570.mp4
646,ice,1,4,0570.mp4
647,boat,1,4,0570.mp4
648,save,1,4,0570.mp4
649,global-warm,1,4,0570.mp4
650,swim,1,4,0570.mp4
651,save,1,4,0570.mp4
652,dog,1,4,0570.mp4
653,ice,1,4,0570.mp4
654,wholesom,1,4,0570.mp4
655,rescu,1,4,0570.mp4
656,love,1,4,0570.mp4
657,dog,1,4,0570.mp4
658,best-friend,1,4,0570.mp4
659,cold,1,4,0570.mp4
660,rescu,1,4,0570.mp4
661,help,1,4,0570.mp4
662,cold,1,4,0570.mp4
663,compass,1,4,0570.mp4
664,solitari,1,4,0570.mp4
665,kind,1,4,0570.mp4
666,help,1,4,0570.mp4
667,care,1,4,0570.mp4
668,cold,1,4,0570.mp4
669,nice,1,4,0570.mp4
670,goat,1,4,0570.mp4
671,ice,1,4,0570.mp4
672,sea,1,4,0570.mp4
673,rescu,1,4,0570.mp4
674,boat,1,4,0570.mp4
675,ice,1,4,0570.mp4
676,rescu,1,4,0570.mp4
677,determin,1,4,0570.mp4
678,anim,1,4,0570.mp4
679,ocean,1,4,0570.mp4
680,swim,1,4,0570.mp4
681,boat,1,4,0570.mp4
682,goat,1,4,0570.mp4
683,rescu,1,4,0570.mp4
684,men,1,4,0570.mp4
685,cold,1,4,0570.mp4
686,freez,1,4,0570.mp4
687,scare,1,4,0570.mp4
688,ice,1,4,0570.mp4
689,sea,1,4,0570.mp4
690,dog,1,4,0570.mp4
691,rescu,1,4,0570.mp4
692,found,1,4,0570.mp4
693,cold,1,4,0570.mp4
694,ice,1,4,0570.mp4
695,kind,1,4,0570.mp4
696,care,1,4,0570.mp4
697,rescu,1,4,0570.mp4
698,heartwarm,1,4,0570.mp4
699,dog,1,4,0570.mp4
700,anxiou,2,4,0570.mp4
701,nervou,2,4,0570.mp4
702,satisfi,2,4,0570.mp4
703,curiou,2,4,0570.mp4
704,compass,2,4,0570.mp4
705,empathet,2,4,0570.mp4
706,warmth,2,4,0570.mp4
707,relief,2,4,0570.mp4
708,happi,2,4,0570.mp4
709,joy,2,4,0570.mp4
710,sad,2,4,0570.mp4
711,hope,2,4,0570.mp4
712,safe,2,4,0570.mp4
713,intrigu,2,4,0570.mp4
714,relief,2,4,0570.mp4
715,sad,2,4,0570.mp4
716,happi,2,4,0570.mp4
717,reliev,2,4,0570.mp4
718,nervou,2,4,0570.mp4
719,anxiou,2,4,0570.mp4
720,happi,2,4,0570.mp4
721,hope,2,4,0570.mp4
722,calm,2,4,0570.mp4
723,content,2,4,0570.mp4
724,excit,2,4,0570.mp4
725,heart-warm,2,4,0570.mp4
726,hope,2,4,0570.mp4
727,surpris,2,4,0570.mp4
728,concern,2,4,0570.mp4
729,happi,2,4,0570.mp4
730,happi,2,4,0570.mp4
731,cold,2,4,0570.mp4
732,scare,2,4,0570.mp4
733,na,2,4,0570.mp4
734,na,2,4,0570.mp4
735,inspir,2,4,0570.mp4
736,hope,2,4,0570.mp4
737,relief,2,4,0570.mp4
738,happi,2,4,0570.mp4
739,admir,2,4,0570.mp4
740,faith,2,4,0570.mp4
741,human,2,4,0570.mp4
742,cute,2,4,0570.mp4
743,freez,2,4,0570.mp4
744,polar,2,4,0570.mp4
745,wonder,2,4,0570.mp4
746,happi,2,4,0570.mp4
